DeathCountyCountyName,DeathCOD39ICDCode39Desc,Deaths,Population,SORT
Belmont,Malignant neoplasm of pancreas (C25),13,70430,932
Brown,Malignant neoplasm of pancreas (C25),6,44490,934
Butler,Malignant neoplasm of pancreas (C25),36,361192,936
Carroll,Malignant neoplasm of pancreas (C25),1,29062,938
Champaign,Malignant neoplasm of pancreas (C25),4,40127,940
Clark,Malignant neoplasm of pancreas (C25),22,139829,942
Clermont,Malignant neoplasm of pancreas (C25),22,194346,944
Clinton,Malignant neoplasm of pancreas (C25),4,42576,946
Columbiana,Malignant neoplasm of pancreas (C25),15,109153,948
Coshocton,Malignant neoplasm of pancreas (C25),3,37184,950
Crawford,Malignant neoplasm of pancreas (C25),7,44634,952
Cuyahoga,Malignant neoplasm of pancreas (C25),205,1301540,954
Darke,Malignant neoplasm of pancreas (C25),5,52996,956
Defiance,Malignant neoplasm of pancreas (C25),5,39123,958
Delaware,Malignant neoplasm of pancreas (C25),8,161796,960
Erie,Malignant neoplasm of pancreas (C25),7,77668,962
Fairfield,Malignant neoplasm of pancreas (C25),13,142915,964
Fayette,Malignant neoplasm of pancreas (C25),3,28908,966
Franklin,Malignant neoplasm of pancreas (C25),133,1127174,968
Fulton,Malignant neoplasm of pancreas (C25),3,42800,970
Gallia,Malignant neoplasm of pancreas (C25),4,30977,972
Geauga,Malignant neoplasm of pancreas (C25),13,93742,974
Greene,Malignant neoplasm of pancreas (C25),17,159055,976
Guernsey,Malignant neoplasm of pancreas (C25),4,40531,978
Hamilton,Malignant neoplasm of pancreas (C25),96,801815,980
Hancock,Malignant neoplasm of pancreas (C25),7,74712,982
Hardin,Malignant neoplasm of pancreas (C25),4,32132,984
Harrison,Malignant neoplasm of pancreas (C25),1,15901,986
Henry,Malignant neoplasm of pancreas (C25),3,28671,988
Highland,Malignant neoplasm of pancreas (C25),9,43845,990
Hocking,Malignant neoplasm of pancreas (C25),7,29418,992
Holmes,Malignant neoplasm of pancreas (C25),3,41826,994
Huron,Malignant neoplasm of pancreas (C25),6,60086,996
Jackson,Malignant neoplasm of pancreas (C25),2,33144,998
Jefferson,Malignant neoplasm of pancreas (C25),19,70114,1000
Knox,Malignant neoplasm of pancreas (C25),12,59843,1002
Lake,Malignant neoplasm of pancreas (C25),32,228930,1004
Lawrence,Malignant neoplasm of pancreas (C25),9,62748,1006
Licking,Malignant neoplasm of pancreas (C25),30,162375,1008
Logan,Malignant neoplasm of pancreas (C25),4,46154,1010
Lorain,Malignant neoplasm of pancreas (C25),31,298609,1012
Lucas,Malignant neoplasm of pancreas (C25),73,445482,1014
Madison,Malignant neoplasm of pancreas (C25),5,42392,1016
Mahoning,Malignant neoplasm of pancreas (C25),43,243453,1018
Marion,Malignant neoplasm of pancreas (C25),7,66487,1020
Medina,Malignant neoplasm of pancreas (C25),14,168775,1022
Meigs,Malignant neoplasm of pancreas (C25),1,23612,1024
Mercer,Malignant neoplasm of pancreas (C25),4,41055,1026
Miami,Malignant neoplasm of pancreas (C25),15,102130,1028
Monroe,Malignant neoplasm of pancreas (C25),3,14774,1030
Montgomery,Malignant neoplasm of pancreas (C25),58,540667,1032
Morgan,Malignant neoplasm of pancreas (C25),1,15175,1034
Morrow,Malignant neoplasm of pancreas (C25),3,34937,1036
Muskingum,Malignant neoplasm of pancreas (C25),9,85939,1038
Noble,Malignant neoplasm of pancreas (C25),2,14614,1040
NonOH,Malignant neoplasm of pancreas (C25),0,0,1042
Ottawa,Malignant neoplasm of pancreas (C25),12,41690,1044
Paulding,Malignant neoplasm of pancreas (C25),3,19735,1046
Perry,Malignant neoplasm of pancreas (C25),3,35582,1048
Pickaway,Malignant neoplasm of pancreas (C25),6,55044,1050
Pike,Malignant neoplasm of pancreas (C25),4,28645,1052
Portage,Malignant neoplasm of pancreas (C25),19,159148,1054
Preble,Malignant neoplasm of pancreas (C25),4,42561,1056
Putnam,Malignant neoplasm of pancreas (C25),3,34752,1058
Richland,Malignant neoplasm of pancreas (C25),16,126995,1060
Ross,Malignant neoplasm of pancreas (C25),9,77419,1062
Sandusky,Malignant neoplasm of pancreas (C25),15,61571,1064
Scioto,Malignant neoplasm of pancreas (C25),10,78775,1066
Seneca,Malignant neoplasm of pancreas (C25),8,57289,1068
Shelby,Malignant neoplasm of pancreas (C25),6,49284,1070
Stark,Malignant neoplasm of pancreas (C25),53,376877,1072
Summit,Malignant neoplasm of pancreas (C25),84,544275,1074
Trumbull,Malignant neoplasm of pancreas (C25),32,214296,1076
Tuscarawas,Malignant neoplasm of pancreas (C25),13,92511,1078
Union,Malignant neoplasm of pancreas (C25),3,49906,1080
Unknown,Malignant neoplasm of pancreas (C25),0,0,1082
Van Wert,Malignant neoplasm of pancreas (C25),5,29182,1084
Vinton,Malignant neoplasm of pancreas (C25),1,13566,1086
Warren,Malignant neoplasm of pancreas (C25),18,205258,1088
Washington,Malignant neoplasm of pancreas (C25),8,62253,1090
Wayne,Malignant neoplasm of pancreas (C25),10,114224,1092
Williams,Malignant neoplasm of pancreas (C25),4,38532,1094
Wood,Malignant neoplasm of pancreas (C25),18,125285,1096
Wyandot,Malignant neoplasm of pancreas (C25),3,22716,1098
Adams,Malignant neoplasms of trachea bronchus and lung (C33-C34),25,28538,1104
Allen,Malignant neoplasms of trachea bronchus and lung (C33-C34),70,106717,1106
Ashland,Malignant neoplasms of trachea bronchus and lung (C33-C34),32,53544,1108
Ashtabula,Malignant neoplasms of trachea bronchus and lung (C33-C34),71,102156,1110
Athens,Malignant neoplasms of trachea bronchus and lung (C33-C34),29,64102,1112
Auglaize,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,45977,1114
Belmont,Malignant neoplasms of trachea bronchus and lung (C33-C34),53,70430,1116
Brown,Malignant neoplasms of trachea bronchus and lung (C33-C34),35,44490,1118
Butler,Malignant neoplasms of trachea bronchus and lung (C33-C34),223,361192,1120
Carroll,Malignant neoplasms of trachea bronchus and lung (C33-C34),19,29062,1122
Champaign,Malignant neoplasms of trachea bronchus and lung (C33-C34),33,40127,1124
Clark,Malignant neoplasms of trachea bronchus and lung (C33-C34),137,139829,1126
Clermont,Malignant neoplasms of trachea bronchus and lung (C33-C34),144,194346,1128
Clinton,Malignant neoplasms of trachea bronchus and lung (C33-C34),36,42576,1130
Columbiana,Malignant neoplasms of trachea bronchus and lung (C33-C34),78,109153,1132
Coshocton,Malignant neoplasms of trachea bronchus and lung (C33-C34),28,37184,1134
Crawford,Malignant neoplasms of trachea bronchus and lung (C33-C34),27,44634,1136
Cuyahoga,Malignant neoplasms of trachea bronchus and lung (C33-C34),883,1301540,1138
Darke,Malignant neoplasms of trachea bronchus and lung (C33-C34),27,52996,1140
Defiance,Malignant neoplasms of trachea bronchus and lung (C33-C34),24,39123,1142
Delaware,Malignant neoplasms of trachea bronchus and lung (C33-C34),62,161796,1144
Erie,Malignant neoplasms of trachea bronchus and lung (C33-C34),54,77668,1146
Fairfield,Malignant neoplasms of trachea bronchus and lung (C33-C34),88,142915,1148
Fayette,Malignant neoplasms of trachea bronchus and lung (C33-C34),19,28908,1150
Franklin,Malignant neoplasms of trachea bronchus and lung (C33-C34),569,1127174,1152
Fulton,Malignant neoplasms of trachea bronchus and lung (C33-C34),18,42800,1154
Gallia,Malignant neoplasms of trachea bronchus and lung (C33-C34),19,30977,1156
Geauga,Malignant neoplasms of trachea bronchus and lung (C33-C34),48,93742,1158
Greene,Malignant neoplasms of trachea bronchus and lung (C33-C34),81,159055,1160
Guernsey,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,40531,1162
Hamilton,Malignant neoplasms of trachea bronchus and lung (C33-C34),545,801815,1164
Hancock,Malignant neoplasms of trachea bronchus and lung (C33-C34),41,74712,1166
Hardin,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,32132,1168
Harrison,Malignant neoplasms of trachea bronchus and lung (C33-C34),14,15901,1170
Henry,Malignant neoplasms of trachea bronchus and lung (C33-C34),12,28671,1172
Highland,Malignant neoplasms of trachea bronchus and lung (C33-C34),33,43845,1174
Hocking,Malignant neoplasms of trachea bronchus and lung (C33-C34),23,29418,1176
Holmes,Malignant neoplasms of trachea bronchus and lung (C33-C34),13,41826,1178
Huron,Malignant neoplasms of trachea bronchus and lung (C33-C34),32,60086,1180
Jackson,Malignant neoplasms of trachea bronchus and lung (C33-C34),25,33144,1182
Jefferson,Malignant neoplasms of trachea bronchus and lung (C33-C34),61,70114,1184
Knox,Malignant neoplasms of trachea bronchus and lung (C33-C34),27,59843,1186
Lake,Malignant neoplasms of trachea bronchus and lung (C33-C34),173,228930,1188
Lawrence,Malignant neoplasms of trachea bronchus and lung (C33-C34),58,62748,1190
Licking,Malignant neoplasms of trachea bronchus and lung (C33-C34),94,162375,1192
Logan,Malignant neoplasms of trachea bronchus and lung (C33-C34),26,46154,1194
Lorain,Malignant neoplasms of trachea bronchus and lung (C33-C34),201,298609,1196
Lucas,Malignant neoplasms of trachea bronchus and lung (C33-C34),284,445482,1198
Madison,Malignant neoplasms of trachea bronchus and lung (C33-C34),35,42392,1200
Mahoning,Malignant neoplasms of trachea bronchus and lung (C33-C34),169,243453,1202
Marion,Malignant neoplasms of trachea bronchus and lung (C33-C34),68,66487,1204
Medina,Malignant neoplasms of trachea bronchus and lung (C33-C34),68,168775,1206
Meigs,Malignant neoplasms of trachea bronchus and lung (C33-C34),20,23612,1208
Mercer,Malignant neoplasms of trachea bronchus and lung (C33-C34),27,41055,1210
Miami,Malignant neoplasms of trachea bronchus and lung (C33-C34),60,102130,1212
Monroe,Malignant neoplasms of trachea bronchus and lung (C33-C34),14,14774,1214
Montgomery,Malignant neoplasms of trachea bronchus and lung (C33-C34),385,540667,1216
Morgan,Malignant neoplasms of trachea bronchus and lung (C33-C34),14,15175,1218
Morrow,Malignant neoplasms of trachea bronchus and lung (C33-C34),22,34937,1220
Muskingum,Malignant neoplasms of trachea bronchus and lung (C33-C34),82,85939,1222
Noble,Malignant neoplasms of trachea bronchus and lung (C33-C34),9,14614,1224
NonOH,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,0,1226
Ottawa,Malignant neoplasms of trachea bronchus and lung (C33-C34),33,41690,1228
Paulding,Malignant neoplasms of trachea bronchus and lung (C33-C34),16,19735,1230
Perry,Malignant neoplasms of trachea bronchus and lung (C33-C34),28,35582,1232
Pickaway,Malignant neoplasms of trachea bronchus and lung (C33-C34),38,55044,1234
Pike,Malignant neoplasms of trachea bronchus and lung (C33-C34),24,28645,1236
Portage,Malignant neoplasms of trachea bronchus and lung (C33-C34),93,159148,1238
Preble,Malignant neoplasms of trachea bronchus and lung (C33-C34),19,42561,1240
Putnam,Malignant neoplasms of trachea bronchus and lung (C33-C34),16,34752,1242
Richland,Malignant neoplasms of trachea bronchus and lung (C33-C34),65,126995,1244
Ross,Malignant neoplasms of trachea bronchus and lung (C33-C34),71,77419,1246
Sandusky,Malignant neoplasms of trachea bronchus and lung (C33-C34),41,61571,1248
Scioto,Malignant neoplasms of trachea bronchus and lung (C33-C34),66,78775,1250
Seneca,Malignant neoplasms of trachea bronchus and lung (C33-C34),36,57289,1252
Shelby,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,49284,1254
Stark,Malignant neoplasms of trachea bronchus and lung (C33-C34),262,376877,1256
Summit,Malignant neoplasms of trachea bronchus and lung (C33-C34),385,544275,1258
Trumbull,Malignant neoplasms of trachea bronchus and lung (C33-C34),148,214296,1260
Tuscarawas,Malignant neoplasms of trachea bronchus and lung (C33-C34),57,92511,1262
Union,Malignant neoplasms of trachea bronchus and lung (C33-C34),16,49906,1264
Unknown,Malignant neoplasms of trachea bronchus and lung (C33-C34),0,0,1266
Van Wert,Malignant neoplasms of trachea bronchus and lung (C33-C34),13,29182,1268
Vinton,Malignant neoplasms of trachea bronchus and lung (C33-C34),10,13566,1270
Warren,Malignant neoplasms of trachea bronchus and lung (C33-C34),94,205258,1272
Washington,Malignant neoplasms of trachea bronchus and lung (C33-C34),55,62253,1274
Wayne,Malignant neoplasms of trachea bronchus and lung (C33-C34),66,114224,1276
Williams,Malignant neoplasms of trachea bronchus and lung (C33-C34),31,38532,1278
Wood,Malignant neoplasms of trachea bronchus and lung (C33-C34),65,125285,1280
Wyandot,Malignant neoplasms of trachea bronchus and lung (C33-C34),18,22716,1282
Adams,Malignant neoplasm of breast (C50),6,28538,1288
Allen,Malignant neoplasm of breast (C50),22,106717,1290
Ashland,Malignant neoplasm of breast (C50),11,53544,1292
Ashtabula,Malignant neoplasm of breast (C50),22,102156,1294
Athens,Malignant neoplasm of breast (C50),7,64102,1296
Auglaize,Malignant neoplasm of breast (C50),11,45977,1298
Belmont,Malignant neoplasm of breast (C50),12,70430,1300
Brown,Malignant neoplasm of breast (C50),8,44490,1302
Butler,Malignant neoplasm of breast (C50),48,361192,1304
Carroll,Malignant neoplasm of breast (C50),2,29062,1306
Champaign,Malignant neoplasm of breast (C50),6,40127,1308
Clark,Malignant neoplasm of breast (C50),20,139829,1310
Clermont,Malignant neoplasm of breast (C50),25,194346,1312
Clinton,Malignant neoplasm of breast (C50),5,42576,1314
Columbiana,Malignant neoplasm of breast (C50),15,109153,1316
Coshocton,Malignant neoplasm of breast (C50),6,37184,1318
Crawford,Malignant neoplasm of breast (C50),7,44634,1320
Cuyahoga,Malignant neoplasm of breast (C50),253,1301540,1322
Darke,Malignant neoplasm of breast (C50),11,52996,1324
Defiance,Malignant neoplasm of breast (C50),4,39123,1326
Delaware,Malignant neoplasm of breast (C50),16,161796,1328
Erie,Malignant neoplasm of breast (C50),14,77668,1330
Fairfield,Malignant neoplasm of breast (C50),19,142915,1332
Fayette,Malignant neoplasm of breast (C50),3,28908,1334
Franklin,Malignant neoplasm of breast (C50),152,1127174,1336
Fulton,Malignant neoplasm of breast (C50),10,42800,1338
Gallia,Malignant neoplasm of breast (C50),4,30977,1340
Geauga,Malignant neoplasm of breast (C50),12,93742,1342
Greene,Malignant neoplasm of breast (C50),19,159055,1344
Guernsey,Malignant neoplasm of breast (C50),3,40531,1346
Hamilton,Malignant neoplasm of breast (C50),154,801815,1348
Hancock,Malignant neoplasm of breast (C50),11,74712,1350
Hardin,Malignant neoplasm of breast (C50),5,32132,1352
Harrison,Malignant neoplasm of breast (C50),2,15901,1354
Henry,Malignant neoplasm of breast (C50),3,28671,1356
Highland,Malignant neoplasm of breast (C50),7,43845,1358
Hocking,Malignant neoplasm of breast (C50),2,29418,1360
Holmes,Malignant neoplasm of breast (C50),6,41826,1362
Huron,Malignant neoplasm of breast (C50),5,60086,1364
Jackson,Malignant neoplasm of breast (C50),3,33144,1366
Jefferson,Malignant neoplasm of breast (C50),10,70114,1368
Knox,Malignant neoplasm of breast (C50),8,59843,1370
Lake,Malignant neoplasm of breast (C50),37,228930,1372
Lawrence,Malignant neoplasm of breast (C50),12,62748,1374
Licking,Malignant neoplasm of breast (C50),24,162375,1376
Logan,Malignant neoplasm of breast (C50),5,46154,1378
Lorain,Malignant neoplasm of breast (C50),47,298609,1380
Lucas,Malignant neoplasm of breast (C50),76,445482,1382
Madison,Malignant neoplasm of breast (C50),8,42392,1384
Mahoning,Malignant neoplasm of breast (C50),54,243453,1386
Marion,Malignant neoplasm of breast (C50),7,66487,1388
Medina,Malignant neoplasm of breast (C50),17,168775,1390
Meigs,Malignant neoplasm of breast (C50),2,23612,1392
Mercer,Malignant neoplasm of breast (C50),3,41055,1394
Miami,Malignant neoplasm of breast (C50),13,102130,1396
Monroe,Malignant neoplasm of breast (C50),2,14774,1398
Montgomery,Malignant neoplasm of breast (C50),75,540667,1400
Morgan,Malignant neoplasm of breast (C50),4,15175,1402
Morrow,Malignant neoplasm of breast (C50),10,34937,1404
Muskingum,Malignant neoplasm of breast (C50),13,85939,1406
Noble,Malignant neoplasm of breast (C50),1,14614,1408
NonOH,Malignant neoplasm of breast (C50),0,0,1410
Ottawa,Malignant neoplasm of breast (C50),10,41690,1412
Paulding,Malignant neoplasm of breast (C50),5,19735,1414
Perry,Malignant neoplasm of breast (C50),6,35582,1416
Pickaway,Malignant neoplasm of breast (C50),10,55044,1418
Pike,Malignant neoplasm of breast (C50),2,28645,1420
Portage,Malignant neoplasm of breast (C50),19,159148,1422
Preble,Malignant neoplasm of breast (C50),8,42561,1424
Putnam,Malignant neoplasm of breast (C50),5,34752,1426
Richland,Malignant neoplasm of breast (C50),22,126995,1428
Ross,Malignant neoplasm of breast (C50),10,77419,1430
Sandusky,Malignant neoplasm of breast (C50),10,61571,1432
Scioto,Malignant neoplasm of breast (C50),13,78775,1434
Seneca,Malignant neoplasm of breast (C50),9,57289,1436
Shelby,Malignant neoplasm of breast (C50),0,49284,1438
Stark,Malignant neoplasm of breast (C50),71,376877,1440
Summit,Malignant neoplasm of breast (C50),88,544275,1442
Trumbull,Malignant neoplasm of breast (C50),46,214296,1444
Tuscarawas,Malignant neoplasm of breast (C50),7,92511,1446
Union,Malignant neoplasm of breast (C50),6,49906,1448
Unknown,Malignant neoplasm of breast (C50),0,0,1450
Van Wert,Malignant neoplasm of breast (C50),5,29182,1452
Vinton,Malignant neoplasm of breast (C50),1,13566,1454
Warren,Malignant neoplasm of breast (C50),34,205258,1456
Washington,Malignant neoplasm of breast (C50),13,62253,1458
Wayne,Malignant neoplasm of breast (C50),22,114224,1460
Williams,Malignant neoplasm of breast (C50),3,38532,1462
Wood,Malignant neoplasm of breast (C50),16,125285,1464
Wyandot,Malignant neoplasm of breast (C50),3,22716,1466
Adams,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),1,28538,1472
Allen,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),6,106717,1474
Ashland,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),12,53544,1476
Ashtabula,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),10,102156,1478
Athens,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),6,64102,1480
Auglaize,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),3,45977,1482
Belmont,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),10,70430,1484
Brown,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),3,44490,1486
Butler,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),39,361192,1488
Carroll,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),3,29062,1490
Champaign,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),5,40127,1492
Clark,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),15,139829,1494
Clermont,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),18,194346,1496
Clinton,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),2,42576,1498
Columbiana,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),9,109153,1500
Coshocton,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),4,37184,1502
Crawford,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),6,44634,1504
Cuyahoga,Malignant neoplasms of cervix uteri corpus uteri and ovary (C53-C56),150,1301540,1506
